Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_90s,stats_Gls,stats_Gls2,stats_Ast,stats_Ast2,stats_G+A,stats_G+A2,stats_G-PK,stats_G-PK2,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_G+A-PK,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Age,passing_Born,passing_90s,passing_TotDist,passing_PrgDist,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_GCA,gca_GCA90,defense_Age,defense_Born,defense_90s,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Brahian Alemán,uy URU,MF,Banfield,Primera Division Argentina,33,1989,26,23,20.7,1,0.05,3,0.15,4,0.19,0,0.0,1,1,7,0,0.15,33,1989,20.7,-0.0947228025091405,2.048103190317278,9.0,22.5,1.93,0.44,0.0,0.0,27.1,1,1,33,1989,20.7,10318.0,4346.0,3,-1.9,47.0,78.0,25.0,11.0,33,1989,20.7,3.1315315902986294,2.698937286548157,4.363901888369804,91.0,5.0,11.0,205.0,12.0,92.0,50.0,38.0,0.0,523.0,9.0,26.0,33,1989,20.7,78.0,3.77,8.0,0.39,33,1989,20.7,22.0,2.2222501548671825,3.1581814441136733,3.1129260925471067,39.0,46.2,21.0,23.0,4.0,19.0,18.0,58.0,25.0,0.0,33,1989,20.7,1172.0,0.3216050165066326,175.0,3.2035346614576388,4.593116721663055,21.0,1171.0,43.0,24.0,55.8,14.0,32.6,575.0,2501.0,991.0,24.0,1.0,55.0,54.0,665.0,33,1989,26,72,76.6,20.7,23,77,9,3,30,0,1.15,15,27,-12,-0.58,33,1989,20.7,7,0,0,11.0,56.0,0.0,205.0,18.0,22.0,0.0,1.0,0
Brian Alexis Leizza,ar ARG,DF,Tigre,Primera Division Argentina,22,2000,11,8,8.8,1,0.11,0,0.0,1,0.11,1,0.11,0,0,3,0,0.11,22,2000,8.8,-0.0947228025091405,-0.17273941106917343,3.0,50.0,0.68,0.34,0.17,0.33,13.3,0,0,22,2000,8.8,6435.0,2327.0,0,0.0,1.0,28.0,1.0,1.0,22,2000,8.8,1.176485739267793,1.3287908499554772,-0.002666273105536245,9.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,328.0,1.0,5.0,22,2000,8.8,4.0,0.46,0.0,0.0,22,2000,8.8,9.0,1.5766726011822063,-0.007332011635083573,0.35728512696686054,10.0,90.0,1.0,8.0,3.0,5.0,15.0,30.0,36.0,0.0,22,2000,8.8,504.0,0.7624916059937805,254.0,1.0540243368650155,-0.1901928949211533,8.0,504.0,7.0,4.0,57.1,3.0,42.9,248.0,1256.0,832.0,3.0,0.0,3.0,2.0,280.0,22,2000,11,72,32.5,8.8,8,87,7,3,32,12,1.45,8,5,3,0.34,22,2000,8.8,3,0,0,5.0,7.0,0.0,1.0,15.0,9.0,0.0,0.0,0
Franco Alfonso,ar ARG,"FW,MF",River Plate,Primera Division Argentina,20,2002,5,0,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,20,2002,0.9,-0.49808168509715733,-0.4993339112730634,0.0,0.0,1.17,0.0,0.0,0.0,20.8,0,0,20,2002,0.9,449.0,128.0,0,-0.6,3.0,1.0,0.0,0.0,20,2002,0.9,-0.24890625570688074,-0.23520267091398075,-0.24127655515336902,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,20,2002,0.9,6.0,7.01,0.0,0.0,20,2002,0.9,1.0,-0.3600600598727222,-0.1935386855026575,0.35728512696686054,2.0,50.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,20,2002,0.9,65.0,-0.21375727072776146,6.0,-0.27633162334130673,0.09186958861206782,6.0,65.0,5.0,1.0,20.0,4.0,80.0,46.0,236.0,72.0,5.0,1.0,4.0,8.0,48.0,20,2002,5,15,3.2,0.9,0,0,0,5,15,19,1.8,1,0,1,1.17,20,2002,0.9,0,0,0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0
Rodrigo Aliendro,ar ARG,MF,River Plate,Primera Division Argentina,31,1991,21,20,18.0,1,0.06,1,0.06,2,0.11,1,0.06,0,0,3,0,0.11,31,1991,18.0,-0.0947228025091405,1.3949141899094983,5.0,16.7,1.67,0.28,0.03,0.2,21.6,0,0,31,1991,18.0,16231.0,5339.0,1,-1.1,21.0,119.0,20.0,0.0,31,1991,18.0,3.9299068880303456,4.381882427314729,0.3313881217614296,18.0,2.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,961.0,1.0,18.0,31,1991,18.0,48.0,2.67,6.0,0.33,31,1991,18.0,36.0,1.4152782127609622,5.392661530524561,2.4240158511520447,63.0,34.9,41.0,35.0,5.0,30.0,17.0,63.0,16.0,1.0,31,1991,18.0,1381.0,0.17989146988576357,224.0,5.143637103425192,2.7597105786971174,31.0,1381.0,61.0,32.0,52.5,22.0,36.1,828.0,3238.0,1418.0,23.0,3.0,43.0,33.0,965.0,31,1991,21,77,66.7,18.0,20,80,11,1,24,5,2.67,34,9,25,1.39,31,1991,18.0,3,0,0,19.0,26.0,0.0,7.0,17.0,36.0,1.0,0.0,0
Tadeo Allende,ar ARG,"FW,MF",Godoy Cruz,Primera Division Argentina,23,1999,22,18,18.2,6,0.33,2,0.11,8,0.44,6,0.33,0,0,2,0,0.44,23,1999,18.2,1.9220716104309437,3.681075691336728,21.0,32.3,3.57,1.15,0.09,0.29,19.3,0,0,23,1999,18.2,4343.0,1370.0,2,-1.0,21.0,28.0,9.0,6.0,23,1999,18.2,1.4841523174180642,1.6768344785433287,-0.07424935771988608,1.0,0.0,6.0,44.0,1.0,1.0,1.0,0.0,0.0,290.0,4.0,24.0,23,1999,18.2,60.0,3.3,7.0,0.38,23,1999,18.2,20.0,1.2538838243397183,1.8547347270406556,3.801836333942168,40.0,42.5,23.0,13.0,1.0,12.0,9.0,37.0,9.0,0.0,23,1999,18.2,744.0,-0.04055182485781045,70.0,1.58986215417034,3.8644553058689004,62.0,744.0,64.0,33.0,51.6,28.0,43.8,437.0,2532.0,1079.0,32.0,14.0,58.0,32.0,520.0,23,1999,22,75,67.4,18.2,18,81,11,4,44,1,1.64,26,20,6,0.33,23,1999,18.2,2,0,0,16.0,13.0,3.0,44.0,9.0,20.0,0.0,0.0,0
Agustín Alonso,0,"FW,MF",Platense,Primera Division Argentina,0,0,7,1,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,2.6,-0.49808168509715733,-0.17273941106917343,2.0,33.3,2.32,0.77,0.0,0.0,22.5,0,0,0,0,2.6,259.0,55.0,0,-0.1,2.0,1.0,0.0,0.0,0,0,2.6,-0.25280076935435253,-0.2307970553622358,-0.2889986115629356,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0,0,2.6,6.0,2.29,0.0,0.0,0,0,2.6,3.0,-0.19866567145147818,0.17887466223249035,-0.3316251144282009,6.0,50.0,3.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,0,0,2.6,74.0,-0.13502752260505646,10.0,-0.28864973408395783,0.1623852094953731,4.0,74.0,2.0,1.0,50.0,1.0,50.0,33.0,186.0,77.0,3.0,0.0,5.0,1.0,39.0,0,0,7,33,9.6,2.6,1,85,0,6,25,9,1.29,4,3,1,0.39,0,0,2.6,0,0,0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0
Facundo Altamira,0,MF,Godoy Cruz,Primera Division Argentina,0,0,1,0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.2,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.2,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.2,-0.4202648561956393,-0.4158329085355238,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.2,0.0,0.0,0.0,0.0,0,0,0.2,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2,3.0,-0.21375727072776146,0.0,-0.39335367539649246,-0.36648194712941645,0.0,3.0,2.0,1.0,50.0,1.0,50.0,2.0,18.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,1,20,0.8,0.2,0,0,0,1,20,9,1.0,1,0,1,4.5,0,0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Facundo Altamirano,ar ARG,GK,San Lorenzo,Primera Division Argentina,26,1996,5,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,26,1996,5.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,1996,5.0,2391.0,2145.0,0,0.0,0.0,7.0,0.0,0.0,26,1996,5.0,0.09381094527063642,-0.07660051105116247,0.9756358832905782,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,26,1996,5.0,0.0,0.0,0.0,0.0,26,1996,5.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26,1996,5.0,143.0,1.8174702308380277,142.0,-0.39951273076781807,-0.37823455060996736,0.0,143.0,0.0,0.0,0.0,0.0,0.0,79.0,568.0,365.0,0.0,0.0,0.0,0.0,29.0,26,1996,5,90,18.5,5.0,5,90,5,0,0,22,1.8,4,4,0,0.0,26,1996,5.0,1,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fabio Álvarez,ar ARG,"MF,FW",Talleres,Primera Division Argentina,30,1993,6,0,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,30,1993,0.7,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1993,0.7,858.0,297.0,0,0.0,1.0,12.0,1.0,0.0,30,1993,0.7,-0.19048855099480394,-0.15590159098257161,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,30,1993,0.7,3.0,4.03,0.0,0.0,30,1993,0.7,2.0,-0.19866567145147818,-0.007332011635083573,-0.3316251144282009,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,30,1993,0.7,70.0,-0.21375727072776146,5.0,-0.09155996220153974,-0.21369810188225505,2.0,70.0,1.0,1.0,100.0,0.0,0.0,49.0,209.0,140.0,2.0,0.0,2.0,2.0,56.0,30,1993,6,11,2.8,0.7,0,0,0,6,11,17,1.33,0,0,0,0.0,30,1993,0.7,0,0,0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0
Francisco Álvarez,ar ARG,DF,Barracas Central,Primera Division Argentina,22,2000,26,25,25.0,4,0.16,0,0.0,4,0.16,4,0.16,0,0,1,0,0.16,22,2000,25.0,1.11535384525491,0.9376818896240525,6.0,26.1,0.92,0.24,0.17,0.67,19.1,0,0,22,2000,25.0,14180.0,5274.0,0,-0.5,5.0,41.0,1.0,0.0,22,2000,25.0,3.322362759024747,3.566843550241913,1.047218967904928,56.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,737.0,0.0,8.0,22,2000,25.0,12.0,0.48,1.0,0.04,22,2000,25.0,19.0,4.965954758028332,1.10990803157036,-0.3316251144282009,39.0,61.5,15.0,30.0,11.0,19.0,46.0,87.0,121.0,1.0,22,2000,25.0,1282.0,2.3528325180724217,731.0,2.7416055086082207,0.26815864082033103,30.0,1282.0,13.0,6.0,46.2,3.0,23.1,584.0,3557.0,2248.0,12.0,2.0,15.0,4.0,543.0,22,2000,26,87,92.7,25.0,25,89,23,1,31,0,1.35,22,27,-5,-0.2,22,2000,25.0,1,0,0,12.0,25.0,0.0,0.0,46.0,19.0,0.0,0.0,0
Juan Álvarez,ar ARG,"MF,FW",Colón,Primera Division Argentina,26,1996,19,16,15.2,1,0.07,1,0.07,2,0.13,1,0.07,0,0,0,0,0.13,26,1996,15.2,-0.0947228025091405,1.0030007896648305,6.0,25.0,1.58,0.39,0.04,0.17,23.3,0,0,26,1996,15.2,6762.0,2749.0,1,-0.2,8.0,40.0,15.0,8.0,26,1996,15.2,1.811291463805694,1.7164850185090332,1.810771870457993,3.0,0.0,7.0,48.0,82.0,4.0,0.0,3.0,0.0,396.0,0.0,27.0,26,1996,15.2,26.0,1.71,3.0,0.2,26,1996,15.2,11.0,0.9310950474972302,0.7374946838352121,3.1129260925471067,38.0,34.2,25.0,21.0,1.0,20.0,19.0,38.0,13.0,0.0,26,1996,15.2,763.0,0.11690767138759957,134.0,1.8916558673652926,2.806720992619321,29.0,763.0,62.0,31.0,50.0,27.0,43.5,441.0,3014.0,1262.0,28.0,8.0,24.0,31.0,428.0,26,1996,19,72,56.4,15.2,16,82,10,3,21,2,1.26,16,13,3,0.2,26,1996,15.2,0,0,0,7.0,12.0,4.0,48.0,19.0,11.0,0.0,0.0,0
Gonzalo Álvez,ar ARG,FW,Talleres,Primera Division Argentina,19,2003,8,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,19,2003,2.0,-0.49808168509715733,-0.3686961111915074,0.0,0.0,1.53,0.0,0.0,0.0,26.5,0,0,19,2003,2.0,735.0,274.0,0,-0.1,3.0,2.0,6.0,3.0,19,2003,2.0,-0.13985987357767074,-0.10743981991337714,-0.2651375833581523,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,50.0,0.0,2.0,19,2003,2.0,5.0,2.56,0.0,0.0,19,2003,2.0,1.0,-0.03727128303023411,-0.1935386855026575,-0.3316251144282009,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,19,2003,2.0,96.0,-0.21375727072776146,16.0,-0.21474106962805106,0.19764301993702574,2.0,96.0,4.0,0.0,0.0,4.0,100.0,64.0,302.0,136.0,1.0,0.0,6.0,1.0,70.0,19,2003,8,22,7.3,2.0,1,45,0,7,19,12,1.63,0,2,-2,-1.02,19,2003,2.0,0,0,0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,0.0,0
Juan Andrada,ar ARG,MF,Godoy Cruz,Primera Division Argentina,28,1995,12,7,6.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1,0.0,28,1995,6.8,-0.49808168509715733,-0.3686961111915074,0.0,0.0,0.44,0.0,0.0,0.0,36.5,0,0,28,1995,6.8,4010.0,1185.0,0,-0.2,2.0,20.0,2.0,1.0,28,1995,6.8,0.5455745283773636,0.6062698994693052,0.06891681150881358,15.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,3.0,28,1995,6.8,7.0,1.04,0.0,0.0,28,1995,6.8,4.0,-0.03727128303023411,1.2961147054379338,0.35728512696686054,16.0,50.0,8.0,10.0,3.0,7.0,13.0,25.0,8.0,0.0,28,1995,6.8,333.0,0.022431973640353556,89.0,0.9739566170377832,-0.06091425663509362,3.0,333.0,14.0,9.0,64.3,5.0,35.7,137.0,894.0,335.0,6.0,0.0,8.0,6.0,161.0,28,1995,12,51,25.0,6.8,7,72,3,5,21,9,1.92,7,7,0,0.0,28,1995,6.8,1,1,0,3.0,11.0,0.0,4.0,13.0,4.0,0.0,0.0,0
Mariano Andújar,ar ARG,GK,Estudiantes,Primera Division Argentina,39,1983,25,25,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,39,1983,25.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39,1983,25.0,14242.0,11551.0,0,0.0,0.0,8.0,1.0,0.0,39,1983,25.0,2.2396879650275907,1.355224543265947,6.3682282575716,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,1.0,0.0,39,1983,25.0,2.0,0.08,0.0,0.0,39,1983,25.0,1.0,-0.19866567145147818,-0.3797453593702314,-0.3316251144282009,2.0,50.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,39,1983,25.0,715.0,9.375526050617708,714.0,-0.39951273076781807,-0.37823455060996736,0.0,715.0,0.0,0.0,0.0,0.0,0.0,325.0,1858.0,1194.0,0.0,0.0,0.0,0.0,210.0,39,1983,25,90,92.6,25.0,25,90,25,0,0,1,1.8,34,19,15,0.6,39,1983,25.0,2,0,0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0
Miguel Ángel Torrén,ar ARG,DF,Arg Juniors,Primera Division Argentina,34,1988,15,15,13.8,0,0.0,1,0.07,1,0.07,0,0.0,0,0,3,0,0.07,34,1988,13.8,-0.49808168509715733,-0.3033772111507294,1.0,25.0,0.29,0.07,0.0,0.0,29.7,0,0,34,1988,13.8,18414.0,7477.0,1,0.4,7.0,45.0,7.0,1.0,34,1988,13.8,3.3496243545570494,3.5227873947244635,1.4528564473862438,71.0,0.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,806.0,0.0,2.0,34,1988,13.8,25.0,1.82,2.0,0.15,34,1988,13.8,11.0,1.4152782127609622,0.17887466223249035,0.35728512696686054,14.0,71.4,4.0,15.0,9.0,6.0,13.0,28.0,53.0,0.0,34,1988,13.8,1078.0,1.5182971879717486,527.0,2.9140590590053366,-0.08441946359619537,1.0,1078.0,5.0,3.0,60.0,2.0,40.0,590.0,3563.0,2410.0,1.0,0.0,2.0,2.0,644.0,34,1988,15,83,50.9,13.8,15,83,12,0,0,1,1.6,14,11,3,0.22,34,1988,13.8,3,0,0,6.0,7.0,0.0,10.0,13.0,11.0,0.0,0.0,0
Aaron Anselmino,ar ARG,DF,Boca Juniors,Primera Division Argentina,17,2005,2,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,17,2005,0.5,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,0.5,655.0,213.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,0.5,-0.27227333759171146,-0.25282513312096055,-0.2889986115629356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,17,2005,0.5,0.0,0.0,0.0,0.0,17,2005,0.5,1.0,-0.19866567145147818,-0.1935386855026575,-0.3316251144282009,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,17,2005,0.5,46.0,-0.11928157298051545,26.0,-0.28864973408395783,-0.36648194712941645,0.0,46.0,2.0,2.0,100.0,0.0,0.0,33.0,102.0,50.0,0.0,0.0,0.0,0.0,31.0,17,2005,2,23,1.9,0.5,0,0,0,2,23,5,2.0,1,0,1,1.96,17,2005,0.5,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Dylan Aquino,ar ARG,"FW,MF",Lanús,Primera Division Argentina,17,2005,2,0,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,17,2005,0.1,-0.49808168509715733,-0.4993339112730634,0.0,0.0,9.0,0.0,0.0,0.0,21.5,0,0,17,2005,0.1,79.0,36.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,0.1,-0.3968977743108086,-0.3893992152250541,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,17,2005,0.1,0.0,0.0,0.0,0.0,17,2005,0.1,1.0,-0.3600600598727222,-0.007332011635083573,-0.3316251144282009,1.0,100.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,17,2005,0.1,15.0,-0.21375727072776146,1.0,-0.34408123242588795,-0.31947153320721294,0.0,15.0,1.0,0.0,0.0,1.0,100.0,7.0,60.0,5.0,0.0,0.0,1.0,0.0,6.0,17,2005,2,5,0.4,0.1,0,0,0,2,5,6,0.5,0,0,0,0.0,17,2005,0.1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Pablo Aranda,ar ARG,DF,Lanús,Primera Division Argentina,21,2001,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,21,2001,1.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,2001,1.0,604.0,276.0,0,0.0,0.0,2.0,0.0,0.0,21,2001,1.0,-0.24890625570688074,-0.24841951756921563,-0.16969347053901918,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,21,2001,1.0,0.0,0.0,0.0,0.0,21,2001,1.0,1.0,-0.19866567145147818,-0.3797453593702314,0.35728512696686054,5.0,40.0,3.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,21,2001,1.0,52.0,-0.21375727072776146,13.0,-0.25785445722733,-0.20194549840170417,0.0,52.0,2.0,0.0,0.0,1.0,50.0,20.0,88.0,53.0,0.0,0.0,0.0,2.0,33.0,21,2001,1,86,3.5,1.0,1,86,0,0,0,7,1.0,1,1,0,0.0,21,2001,1.0,0,0,0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0
Carlos Arce,ar ARG,MF,Barracas Central,Primera Division Argentina,32,1990,21,19,16.5,2,0.12,0,0.0,2,0.12,2,0.12,0,0,6,0,0.12,32,1990,16.5,0.30863608007887633,0.21917398917549452,3.0,25.0,0.73,0.18,0.17,0.67,18.6,0,0,32,1990,16.5,8654.0,3482.0,0,-0.2,7.0,73.0,5.0,0.0,32,1990,16.5,2.2396879650275907,2.527118280030104,-0.002666273105536245,12.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,486.0,2.0,16.0,32,1990,16.5,19.0,1.15,1.0,0.06,32,1990,16.5,33.0,3.029222096973403,4.647834835054264,1.7351056097569835,47.0,57.4,20.0,35.0,7.0,28.0,16.0,67.0,45.0,0.0,32,1990,16.5,881.0,0.7782375556183215,232.0,3.0988307201451035,0.6559945556785101,12.0,881.0,9.0,3.0,33.3,6.0,66.7,346.0,1145.0,562.0,5.0,0.0,10.0,10.0,396.0,32,1990,21,71,61.1,16.5,19,78,9,2,1,5,1.38,15,19,-4,-0.24,32,1990,16.5,6,0,0,36.0,19.0,0.0,1.0,16.0,33.0,0.0,0.0,0
Ignacio Arce,ar ARG,GK,Platense,Primera Division Argentina,30,1992,5,5,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,30,1992,5.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,1992,5.0,3271.0,2640.0,0,0.0,0.0,6.0,0.0,0.0,30,1992,5.0,0.2573805184644514,0.08200164881165581,1.142663080724061,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,30,1992,5.0,2.0,0.4,0.0,0.0,30,1992,5.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,30,1992,5.0,187.0,1.6600107345926176,182.0,-0.3748765092825158,-0.37823455060996736,0.0,187.0,0.0,0.0,0.0,0.0,0.0,97.0,618.0,378.0,0.0,0.0,1.0,0.0,65.0,30,1992,5,90,18.5,5.0,5,90,5,0,0,6,1.0,8,11,-3,-0.6,30,1992,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lucas Arce,ar ARG,DF,Godoy Cruz,Primera Division Argentina,25,1997,26,23,23.3,1,0.04,1,0.04,2,0.09,1,0.04,0,0,5,0,0.09,25,1997,23.3,-0.0947228025091405,0.023217289053160544,4.0,44.4,0.39,0.17,0.11,0.25,21.6,0,0,25,1997,23.3,14585.0,6772.0,1,-1.9,26.0,69.0,26.0,13.0,25,1997,23.3,4.175261247821068,3.566843550241913,6.2250620883428995,4.0,0.0,3.0,69.0,270.0,0.0,0.0,0.0,0.0,850.0,2.0,35.0,25,1997,23.3,50.0,2.15,2.0,0.09,25,1997,23.3,31.0,3.836194039079623,3.716801465716395,1.7351056097569835,70.0,50.0,35.0,30.0,4.0,26.0,26.0,77.0,73.0,0.0,25,1997,23.3,1442.0,0.7939835052428625,395.0,3.6593047589357304,4.322806841610385,18.0,1442.0,30.0,16.0,53.3,10.0,33.3,573.0,2946.0,1809.0,35.0,4.0,22.0,14.0,649.0,25,1997,26,81,86.2,23.3,23,87,20,3,34,0,1.54,35,28,7,0.3,25,1997,23.3,5,0,0,29.0,11.0,0.0,69.0,26.0,31.0,0.0,0.0,0
Gabriel Arias,cl CHI,GK,Racing Club,Primera Division Argentina,35,1987,24,24,23.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,35,1987,23.7,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,1987,23.7,15419.0,11416.0,0,0.0,0.0,14.0,0.0,0.0,35,1987,23.7,2.4460971883435954,1.5799109364049395,6.4398113421859495,77.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,35,1987,23.7,6.0,0.25,1.0,0.04,35,1987,23.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,8.0,1.0,35,1987,23.7,779.0,9.769174791231233,775.0,-0.38103556465384136,-0.37823455060996736,0.0,779.0,0.0,0.0,0.0,0.0,0.0,372.0,1982.0,1438.0,0.0,0.0,0.0,0.0,273.0,35,1987,24,89,87.8,23.7,24,89,23,0,0,0,1.33,32,30,2,0.08,35,1987,23.7,2,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
